workspace_timestamp,flight_number,airline_iata,airline_name,scheduled_departure_utc,estimated_departure_utc,departure_terminal,departure_gate,status,destination_iata,destination_name,codeshare_status,is_operator,aircraft_model,aircraft_reg,unique_flight_id
2025-04-19 19:33:04.715221+00:00,AA 1768,AA,American,2025-04-20 01:52:00+00:00,2025-04-20 01:52:00+00:00,,,Expected,PHX,Phoenix,Unknown,False,Airbus A320,,AA-AA 1768-20250420-PHX
2025-04-19 19:33:04.715221+00:00,AA 4914,AA,American,2025-04-20 01:53:00+00:00,2025-04-20 01:53:00+00:00,E,,Expected,CLL,College Station,IsOperator,True,Canadair reg jet 700,,AA-AA 4914-20250420-CLL
2025-04-19 19:33:04.715221+00:00,AA 3611,AA,American,2025-04-20 01:53:00+00:00,2025-04-20 01:53:00+00:00,,,Expected,ABI,Abilene,Unknown,False,Embraer 175,,AA-AA 3611-20250420-ABI
2025-04-19 19:33:04.715221+00:00,AA 1371,AA,American,2025-04-20 01:54:00+00:00,2025-04-20 01:54:00+00:00,,,Expected,DSM,Des Moines,IsOperator,True,Airbus A319,,AA-AA 1371-20250420-DSM
2025-04-19 19:33:04.715221+00:00,AA 5303,AA,American,2025-04-20 01:55:00+00:00,2025-04-20 01:55:00+00:00,,,Expected,MOB,Mobile,IsOperator,True,Bombardier CRJ900,,AA-AA 5303-20250420-MOB
2025-04-19 19:33:04.715221+00:00,AA 5652,AA,American,2025-04-20 01:55:00+00:00,2025-04-20 01:55:00+00:00,,,Expected,XNA,Fayetteville/Springdale/,Unknown,False,Bombardier CRJ900,,AA-AA 5652-20250420-XNA
2025-04-19 19:33:04.715221+00:00,TK 192,TK,Turkish,2025-04-20 01:55:00+00:00,2025-04-20 01:55:00+00:00,D,,Expected,IST,Istanbul,Unknown,False,Boeing 787-9,,TK-TK 192-20250420-IST
2025-04-19 19:33:04.715221+00:00,AA 1797,AA,American,2025-04-20 01:56:00+00:00,2025-04-20 01:56:00+00:00,,,Expected,LAS,Las Vegas,Unknown,False,Boeing 737-800,,AA-AA 1797-20250420-LAS
2025-04-19 19:33:04.715221+00:00,AA 4079,AA,American,2025-04-20 01:57:00+00:00,2025-04-20 01:57:00+00:00,,,Expected,LIT,Little Rock,Unknown,False,Embraer 175,,AA-AA 4079-20250420-LIT
2025-04-19 19:33:04.715221+00:00,AA 6269,AA,American,2025-04-20 01:57:00+00:00,2025-04-20 01:57:00+00:00,E,,Expected,SJT,San Angelo,IsCodeshared,False,Canadair reg jet 700,,AA-AA 6269-20250420-SJT
2025-04-19 19:33:04.715221+00:00,AA 861,AA,American,2025-04-20 01:58:00+00:00,2025-04-20 01:58:00+00:00,,,Expected,SLP,San Luis Potosí,Unknown,False,Airbus A319,,AA-AA 861-20250420-SLP
2025-04-19 19:33:04.715221+00:00,AA 4092,AA,American,2025-04-20 01:58:00+00:00,2025-04-20 01:58:00+00:00,,,Expected,SGF,Springfield,Unknown,False,Embraer 175,,AA-AA 4092-20250420-SGF
2025-04-19 19:33:04.715221+00:00,F9 3999,F9,Frontier,2025-04-20 01:59:00+00:00,2025-04-20 01:59:00+00:00,E,,Expected,SFO,San Francisco,IsOperator,True,Airbus A321,,F9-F9 3999-20250420-SFO
2025-04-19 19:33:04.715221+00:00,AA 2554,AA,American,2025-04-20 01:59:00+00:00,2025-04-20 01:59:00+00:00,,,Expected,DCA,Washington,IsOperator,True,Boeing 737,,AA-AA 2554-20250420-DCA
2025-04-19 19:33:04.715221+00:00,AA 1201,AA,American,2025-04-20 01:59:00+00:00,2025-04-20 01:59:00+00:00,,,Expected,VPS,Valparaiso,Unknown,False,Boeing 737-800,,AA-AA 1201-20250420-VPS
2025-04-19 19:33:04.715221+00:00,AA 3242,AA,American,2025-04-20 02:00:00+00:00,2025-04-20 02:00:00+00:00,,,Expected,,Austin,Unknown,False,Airbus A321,N554UW,AA-AA 3242-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 972,AA,American,2025-04-20 02:00:00+00:00,2025-04-20 02:00:00+00:00,,,Expected,AUS,Austin,IsOperator,True,Boeing 737-800,N554UW,AA-AA 972-20250420-AUS
2025-04-19 19:33:04.715221+00:00,AA 2063,AA,American,2025-04-20 02:00:00+00:00,2025-04-20 02:00:00+00:00,,,Expected,GDL,Guadalajara,IsOperator,True,Airbus A319,,AA-AA 2063-20250420-GDL
2025-04-19 19:33:04.715221+00:00,AA 2806,AA,American,2025-04-20 02:00:00+00:00,2025-04-20 02:00:00+00:00,,,Expected,MSP,Minneapolis,Unknown,False,Boeing 737-800,,AA-AA 2806-20250420-MSP
2025-04-19 19:33:04.715221+00:00,AA 348,AA,American,2025-04-20 02:00:00+00:00,2025-04-20 02:00:00+00:00,,,Expected,SNA,Santa Ana,IsOperator,True,Boeing 737,,AA-AA 348-20250420-SNA
2025-04-19 19:33:04.715221+00:00,AA 2979,AA,American,2025-04-20 02:00:00+00:00,2025-04-20 02:00:00+00:00,,,Expected,BNA,Nashville,IsOperator,True,Airbus A321,,AA-AA 2979-20250420-BNA
2025-04-19 19:33:04.715221+00:00,AA 4065,AA,American,2025-04-20 02:01:00+00:00,2025-04-20 02:01:00+00:00,,,Expected,CRP,Corpus Christi,Unknown,False,Embraer 175,,AA-AA 4065-20250420-CRP
2025-04-19 19:33:04.715221+00:00,AA 2958,AA,American,2025-04-20 02:03:00+00:00,2025-04-20 02:03:00+00:00,,,Expected,FAT,Fresno,IsOperator,True,Airbus A321,N183UW,AA-AA 2958-20250420-FAT
2025-04-19 19:33:04.715221+00:00,AA 6395,AA,American,2025-04-20 02:04:00+00:00,2025-04-20 02:04:00+00:00,E,,Expected,TYR,Tyler,IsCodeshared,False,Canadair reg jet 700,,AA-AA 6395-20250420-TYR
2025-04-19 19:33:04.715221+00:00,AA 785,AA,American,2025-04-20 02:05:00+00:00,2025-04-20 02:05:00+00:00,,,Expected,TUS,Tucson,IsOperator,True,Airbus A321,,AA-AA 785-20250420-TUS
2025-04-19 19:33:04.715221+00:00,AA 788,AA,American,2025-04-20 02:05:00+00:00,2025-04-20 02:05:00+00:00,,,Expected,CID,Cedar Rapids,Unknown,False,Airbus A319,,AA-AA 788-20250420-CID
2025-04-19 19:33:04.715221+00:00,AA 3783,AA,American,2025-04-20 02:05:00+00:00,2025-04-20 02:05:00+00:00,,,Expected,BRO,Brownsville,IsOperator,True,Embraer 175,,AA-AA 3783-20250420-BRO
2025-04-19 19:33:04.715221+00:00,VB 583,VB,VivaAerobus,2025-04-20 02:05:00+00:00,2025-04-20 02:05:00+00:00,D,,Expected,QRO,Querétaro,IsOperator,True,Airbus A320,XA-VAT,VB-VB 583-20250420-QRO
2025-04-19 19:33:04.715221+00:00,AA 3294,AA,American,2025-04-20 02:05:00+00:00,2025-04-20 02:05:00+00:00,,,Expected,ABQ,The Duke City,IsOperator,True,Airbus A321,N195SY,AA-AA 3294-20250420-ABQ
2025-04-19 19:33:04.715221+00:00,AA 5023,AA,American,2025-04-20 02:06:00+00:00,2025-04-20 02:06:00+00:00,,,Expected,MGM,Montgomery,Unknown,False,Bombardier CRJ900,,AA-AA 5023-20250420-MGM
2025-04-19 19:33:04.715221+00:00,AA 3492,AA,American,2025-04-20 02:07:00+00:00,2025-04-20 02:07:00+00:00,,,Expected,LBB,Lubbock,Unknown,False,Embraer 175,,AA-AA 3492-20250420-LBB
2025-04-19 19:33:04.715221+00:00,AA 3357,AA,American,2025-04-20 02:07:00+00:00,2025-04-20 02:07:00+00:00,,,Expected,GCK,Garden City,IsOperator,True,Embraer 170,,AA-AA 3357-20250420-GCK
2025-04-19 19:33:04.715221+00:00,F9 4463,F9,Frontier,2025-04-20 02:08:00+00:00,2025-04-20 02:08:00+00:00,E,,Expected,DEN,Denver,Unknown,False,Airbus A321,,F9-F9 4463-20250420-DEN
2025-04-19 19:33:04.715221+00:00,AA 2386,AA,American,2025-04-20 02:09:00+00:00,2025-04-20 02:09:00+00:00,,,Expected,HSV,Huntsville,Unknown,False,Airbus A319,,AA-AA 2386-20250420-HSV
2025-04-19 19:33:04.715221+00:00,AA 2630,AA,American,2025-04-20 02:10:00+00:00,2025-04-20 02:10:00+00:00,,,Expected,BHM,Birmingham,Unknown,False,Airbus A320,,AA-AA 2630-20250420-BHM
2025-04-19 19:33:04.715221+00:00,Y4 801,Y4,Volaris,2025-04-20 02:10:00+00:00,2025-04-20 02:10:00+00:00,D,,Expected,MEX,Mexico City,Unknown,False,Airbus A321,,Y4-Y4 801-20250420-MEX
2025-04-19 19:33:04.715221+00:00,AA 3569,AA,American,2025-04-20 02:13:00+00:00,2025-04-20 02:13:00+00:00,,,Expected,GRK,Fort Hood/Killeen,IsOperator,True,Embraer 170,,AA-AA 3569-20250420-GRK
2025-04-19 19:33:04.715221+00:00,AA 4935,AA,American,2025-04-20 02:14:00+00:00,2025-04-20 02:14:00+00:00,E,,Expected,ACT,Waco,IsOperator,True,Canadair reg jet 700,,AA-AA 4935-20250420-ACT
2025-04-19 19:33:04.715221+00:00,AA 7,AA,American,2025-04-20 02:15:00+00:00,2025-04-20 02:15:00+00:00,,,Expected,BNE,Brisbane City,IsOperator,True,Boeing 787-9,,AA-AA 7-20250420-BNE
2025-04-19 19:33:04.715221+00:00,AA 1483,AA,American,2025-04-20 02:15:00+00:00,2025-04-20 02:15:00+00:00,,,Expected,MTY,Monterrey,Unknown,False,Airbus A319,,AA-AA 1483-20250420-MTY
2025-04-19 19:33:04.715221+00:00,AA 6332,AA,American,2025-04-20 02:15:00+00:00,2025-04-20 02:15:00+00:00,E,,Expected,GGG,Longview,IsCodeshared,False,Canadair reg jet 700,,AA-AA 6332-20250420-GGG
2025-04-19 19:33:04.715221+00:00,AA 1514,AA,American,2025-04-20 02:16:00+00:00,2025-04-20 02:16:00+00:00,,,Expected,TUL,Tulsa,Unknown,False,Boeing 737-800,,AA-AA 1514-20250420-TUL
2025-04-19 19:33:04.715221+00:00,AA 6313,AA,American,2025-04-20 02:17:00+00:00,2025-04-20 02:17:00+00:00,E,,Expected,BPT,Beaumont/Port Arthur,IsCodeshared,False,Canadair reg jet 700,,AA-AA 6313-20250420-BPT
2025-04-19 19:33:04.715221+00:00,AA 4968,AA,American,2025-04-20 02:17:00+00:00,2025-04-20 02:17:00+00:00,E,,Expected,LFT,Lafayette,Unknown,False,Canadair reg jet 700,,AA-AA 4968-20250420-LFT
2025-04-19 19:33:04.715221+00:00,AA 3477,AA,American,2025-04-20 02:17:00+00:00,2025-04-20 02:17:00+00:00,,,Expected,BTR,Baton Rouge,Unknown,False,Embraer 175,,AA-AA 3477-20250420-BTR
2025-04-19 19:33:04.715221+00:00,AA 6316,AA,American,2025-04-20 02:18:00+00:00,2025-04-20 02:18:00+00:00,E,,Expected,LCH,Lake Charles,IsCodeshared,False,Canadair reg jet 700,,AA-AA 6316-20250420-LCH
2025-04-19 19:33:04.715221+00:00,AA 154,AA,American,2025-04-20 02:20:00+00:00,2025-04-20 02:20:00+00:00,,,Expected,LHR,London,IsOperator,True,Boeing 777-200,,AA-AA 154-20250420-LHR
2025-04-19 19:33:04.715221+00:00,AA 3687,AA,American,2025-04-20 02:20:00+00:00,2025-04-20 02:20:00+00:00,,,Expected,FSM,Fort Smith,Unknown,False,Embraer 170,,AA-AA 3687-20250420-FSM
2025-04-19 19:33:04.715221+00:00,AA 4970,AA,American,2025-04-20 02:20:00+00:00,2025-04-20 02:20:00+00:00,E,,Expected,MAF,Midland,Unknown,False,Canadair reg jet 700,,AA-AA 4970-20250420-MAF
2025-04-19 19:33:04.715221+00:00,AA 4961,AA,American,2025-04-20 02:21:00+00:00,2025-04-20 02:21:00+00:00,E,,Expected,SWO,Stillwater,IsOperator,True,Canadair reg jet 700,,AA-AA 4961-20250420-SWO
2025-04-19 19:33:04.715221+00:00,AA 6306,AA,American,2025-04-20 02:25:00+00:00,2025-04-20 02:25:00+00:00,E,,Expected,AEX,Alexandria,IsCodeshared,False,Canadair reg jet 700,,AA-AA 6306-20250420-AEX
2025-04-19 19:33:04.715221+00:00,AA 2346,AA,American,2025-04-20 02:25:00+00:00,2025-04-20 02:25:00+00:00,,,Expected,ORD,Chicago,IsOperator,True,Boeing 737-800,,AA-AA 2346-20250420-ORD
2025-04-19 19:33:04.715221+00:00,AA 650,AA,American,2025-04-20 02:30:00+00:00,2025-04-20 02:30:00+00:00,,,Expected,IAH,Houston,Unknown,False,Airbus A321,,AA-AA 650-20250420-IAH
2025-04-19 19:33:04.715221+00:00,AA 3589,AA,American,2025-04-20 02:30:00+00:00,2025-04-20 02:30:00+00:00,,,Expected,LRD,Laredo,Unknown,False,Embraer 175,,AA-AA 3589-20250420-LRD
2025-04-19 19:33:04.715221+00:00,AA 3788,AA,American,2025-04-20 02:30:00+00:00,2025-04-20 02:30:00+00:00,,,Expected,HOU,Houston,IsOperator,True,Embraer 175,,AA-AA 3788-20250420-HOU
2025-04-19 19:33:04.715221+00:00,WUP 817,,WUP,2025-04-20 02:30:00+00:00,2025-04-20 02:30:00+00:00,,,Expected,RSN,Ruston,IsOperator,True,Beechcraft 350 Super King Air,N817UP,UNK-WUP 817-20250420-RSN
2025-04-19 19:33:04.715221+00:00,AA 876,AA,American,2025-04-20 02:34:00+00:00,2025-04-20 02:34:00+00:00,,,Expected,MSN,Madison,Unknown,False,Airbus A319,,AA-AA 876-20250420-MSN
2025-04-19 19:33:04.715221+00:00,AA 3699,AA,American,2025-04-20 02:36:00+00:00,2025-04-20 02:36:00+00:00,,,Expected,SHV,Shreveport,Unknown,False,Embraer 175,,AA-AA 3699-20250420-SHV
2025-04-19 19:33:04.715221+00:00,AA 3011,AA,American,2025-04-20 02:39:00+00:00,2025-04-20 02:39:00+00:00,,,Expected,ELP,El Paso,IsOperator,True,Airbus A321,N553UW,AA-AA 3011-20250420-ELP
2025-04-19 19:33:04.715221+00:00,F9 2531,F9,Frontier,2025-04-20 02:39:00+00:00,2025-04-20 02:39:00+00:00,E,,Expected,PHX,Phoenix,Unknown,False,Airbus A320,,F9-F9 2531-20250420-PHX
2025-04-19 19:33:04.715221+00:00,AA 2628,AA,American,2025-04-20 02:39:00+00:00,2025-04-20 02:39:00+00:00,,,Expected,OMA,Omaha,IsOperator,True,Boeing 737-800,,AA-AA 2628-20250420-OMA
2025-04-19 19:33:04.715221+00:00,IB 364,IB,Iberia,2025-04-20 02:40:00+00:00,2025-04-20 02:40:00+00:00,D,,Expected,MAD,Madrid,IsOperator,True,Airbus A330,,IB-IB 364-20250420-MAD
2025-04-19 19:33:04.715221+00:00,AA 4015,AA,American,2025-04-20 02:41:00+00:00,2025-04-20 02:41:00+00:00,,,Expected,EVV,Evansville,Unknown,False,Embraer 175,,AA-AA 4015-20250420-EVV
2025-04-19 19:33:04.715221+00:00,AA 5089,AA,American,2025-04-20 02:42:00+00:00,2025-04-20 02:42:00+00:00,,,Expected,JAN,Jackson,Unknown,False,Bombardier CRJ900,,AA-AA 5089-20250420-JAN
2025-04-19 19:33:04.715221+00:00,AA 1599,AA,American,2025-04-20 02:49:00+00:00,2025-04-20 02:49:00+00:00,,,Expected,SAT,San Antonio,IsOperator,True,Airbus A321,,AA-AA 1599-20250420-SAT
2025-04-19 19:33:04.715221+00:00,AA 3511,AA,American,2025-04-20 02:50:00+00:00,2025-04-20 02:50:00+00:00,,,Expected,MHK,Manhattan,Unknown,False,Embraer 175,,AA-AA 3511-20250420-MHK
2025-04-19 19:33:04.715221+00:00,AA 446,AA,American,2025-04-20 02:53:00+00:00,2025-04-20 02:53:00+00:00,,,Expected,,San Francisco,Unknown,False,Airbus A321,,AA-AA 446-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 1679,AA,American,2025-04-20 02:53:00+00:00,2025-04-20 02:53:00+00:00,,,Expected,PHX,Phoenix,Unknown,False,Airbus A321,,AA-AA 1679-20250420-PHX
2025-04-19 19:33:04.715221+00:00,AA 1588,AA,American,2025-04-20 02:55:00+00:00,2025-04-20 02:55:00+00:00,,,Expected,AUS,Austin,Unknown,False,Airbus A321,,AA-AA 1588-20250420-AUS
2025-04-19 19:33:04.715221+00:00,F9 1769,F9,Frontier,2025-04-20 03:14:00+00:00,2025-04-20 03:14:00+00:00,E,,Expected,SAN,San Diego,IsOperator,True,Airbus A321,,F9-F9 1769-20250420-SAN
2025-04-19 19:33:04.715221+00:00,F9 1952,F9,Frontier,2025-04-20 03:16:00+00:00,2025-04-20 03:16:00+00:00,E,,Expected,MCO,Orlando,Unknown,False,Airbus A321,,F9-F9 1952-20250420-MCO
2025-04-19 19:33:04.715221+00:00,AA 1481,AA,American,2025-04-20 03:19:00+00:00,2025-04-20 03:19:00+00:00,,,Expected,MEM,Memphis,Unknown,False,Boeing 737-800,,AA-AA 1481-20250420-MEM
2025-04-19 19:33:04.715221+00:00,NK 190,NK,Spirit,2025-04-20 03:25:00+00:00,2025-04-20 03:25:00+00:00,E,,Expected,LAX,Los Angeles,Unknown,False,Airbus A321,,NK-NK 190-20250420-LAX
2025-04-19 19:33:04.715221+00:00,AA 3247,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,,Arkanzas Nortuest,Unknown,False,Airbus A319,,AA-AA 3247-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 2281,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,,San Antonio,Unknown,False,Boeing 737-800,,AA-AA 2281-20250420-UNK
2025-04-19 19:33:04.715221+00:00,F9 3885,F9,Frontier,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,E,,Expected,LAS,Las Vegas,IsOperator,True,Airbus A320,,F9-F9 3885-20250420-LAS
2025-04-19 19:33:04.715221+00:00,AA 624,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,,Las Vegas,Unknown,False,Boeing 737-800,,AA-AA 624-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 4172,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,,Odessa (Tekhas),Unknown,False,Embraer 175,,AA-AA 4172-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 3537,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,,Fort Smith,Unknown,False,Embraer 170,,AA-AA 3537-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 2647,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,,Seattle,Unknown,False,Airbus A321,,AA-AA 2647-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 3968,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,,Uichito-Follz,Unknown,False,Embraer 170,,AA-AA 3968-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 2512,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,,Los Angeles,Unknown,False,Airbus A321,,AA-AA 2512-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 2312,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,,Tulsa,Unknown,False,Airbus A319,,AA-AA 2312-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 1912,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,IAH,Houston,IsOperator,True,Boeing 737-800,N991AU,AA-AA 1912-20250420-IAH
2025-04-19 19:33:04.715221+00:00,AA 3823,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,,Harlingen,Unknown,False,Embraer 175,,AA-AA 3823-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 702,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,SJU,San Juan,IsOperator,True,Airbus A321,,AA-AA 702-20250420-SJU
2025-04-19 19:33:04.715221+00:00,AA 2507,AA,American,2025-04-20 03:30:00+00:00,2025-04-20 03:30:00+00:00,,,Expected,,Salt Lake City,Unknown,False,Airbus A321,,AA-AA 2507-20250420-UNK
2025-04-19 19:33:04.715221+00:00,QF 8,QF,Qantas,2025-04-20 03:40:00+00:00,2025-04-20 03:40:00+00:00,D,,Expected,SYD,Sydney,IsOperator,True,Boeing 787-9,,QF-QF 8-20250420-SYD
2025-04-19 19:33:04.715221+00:00,AA 6350,AA,American,2025-04-20 03:40:00+00:00,2025-04-20 03:40:00+00:00,E,,Expected,,Paunds-Fild,Unknown,False,Canadair reg jet 700,,AA-AA 6350-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 4957,AA,American,2025-04-20 03:40:00+00:00,2025-04-20 03:40:00+00:00,E,,Expected,,Texarkana,Unknown,False,Canadair reg jet 700,,AA-AA 4957-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 6492,AA,American,2025-04-20 03:40:00+00:00,2025-04-20 03:40:00+00:00,E,,Expected,SJT,San Angelo,IsCodeshared,False,Canadair reg jet 700,,AA-AA 6492-20250420-SJT
2025-04-19 19:33:04.715221+00:00,AA 4967,AA,American,2025-04-20 03:40:00+00:00,2025-04-20 03:40:00+00:00,E,,Expected,CLL,College Station,IsOperator,True,Canadair reg jet 700,,AA-AA 4967-20250420-CLL
2025-04-19 19:33:04.715221+00:00,AA 6258,AA,American,2025-04-20 03:40:00+00:00,2025-04-20 03:40:00+00:00,E,,Expected,,Ueyko,Unknown,False,Canadair reg jet 700,,AA-AA 6258-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 2030,AA,American,2025-04-20 03:45:00+00:00,2025-04-20 03:45:00+00:00,,,Expected,,Austin,Unknown,False,Boeing 737-800,,AA-AA 2030-20250420-UNK
2025-04-19 19:33:04.715221+00:00,AA 35,AA,American,2025-04-20 03:45:00+00:00,2025-04-20 03:45:00+00:00,,,Expected,AKL,Auckland,Unknown,False,Boeing 787-9,,AA-AA 35-20250420-AKL
2025-04-19 19:33:04.715221+00:00,QR 732,QR,Qatar,2025-04-20 03:50:00+00:00,2025-04-20 03:50:00+00:00,D,,Expected,DOH,Doha,IsOperator,True,Airbus A350-1000,,QR-QR 732-20250420-DOH
2025-04-19 19:33:04.715221+00:00,FJ 891,FJ,Fiji,2025-04-20 03:50:00+00:00,2025-04-20 03:50:00+00:00,D,,Expected,NAN,Nadi,IsOperator,True,Airbus A350-900,,FJ-FJ 891-20250420-NAN
2025-04-19 19:33:04.715221+00:00,AA 78,AA,American,2025-04-20 03:59:00+00:00,2025-04-20 03:59:00+00:00,,,Expected,LHR,London,IsOperator,True,Boeing 777-300ER,,AA-AA 78-20250420-LHR
2025-04-19 19:33:04.715221+00:00,AA 3328,AA,American,2025-04-20 04:31:00+00:00,2025-04-20 04:31:00+00:00,,,Expected,SJU,San Juan,IsOperator,True,Airbus A321,,AA-AA 3328-20250420-SJU
